en,hv
"i began to have pleasant dealings with them , and i started to view them differently . ",nanamian na ako mag - upod sa ila kag nagbag - o gid ang akon pagtan - aw sa ila . 
"still , prejudicial feelings can surface . ",pero bal - an ko nga puede magbalik ang akon diskriminasyon . 
so i avoid news reports that put that ethnic group in a negative light . ,gani ginalikawan ko ang mga balita nga nagapakalain sang ila tribo . 
"also , i do not watch movies or popular comedies that mock them . ",wala naman ako nagalantaw sang mga pelikula ukon sang comedy nga mga programa diin ginahimo sila nga kaladlawan . 
i know that prejudicial feelings can grow into anger and hatred . ,narealisar ko nga mahimo magresulta sa kaakig kag dumot ang diskriminasyon . 
remember that sweeping generalizations about groups of people do not apply to all individuals of that group . ,dumduma nga indi tanan nga tawo sa isa ka partikular nga grupo palareho sing batasan . 
acknowledge that the information you have about others may be limited . ,batuna nga mahimo indi kompleto ang impormasyon nga nabal - an mo parte sa iban . 
try to get the facts from a reliable source . ,siguraduha nga insakto ang impormasyon kag masaligan ang ginhalinan sini . 
what helped an arab and a jew to overcome their prejudice . ,ano ang nakabulig sa isa ka arabo kag sa isa ka judiyo nga madula ang ila diskriminasyon . 
watch the video when will loyal love triumph over hatred . ,tan - awa ang video nga san - o mangin madinalag - on ang mainunungon nga gugma batok sa dumot . 
"a person without knowledge is not good , and the one who acts rashly is sinning . ","ang tawo nga wala sing ihibalo indi maayo , kag ang isa nga nagapadasudaso nagapakasala . "
"but jehovah said to samuel do not pay attention to his appearance and how tall he is , for i have rejected him . ","apang nagsiling si jehova kay samuel indi ka magtulok sa iya dagway ukon sa iya kataason , kay indi sia ang ginpili ko . "
"if we focus too much on how different others are from us , we could conclude that such differences are flaws or defects . ","kon magpokus kita pirme sa kinalain sang iban sa aton , mahimo kita magbatyag nga may diperensia sila ukon may kasablagan bangod indi sila pareho sa aton . "
"in effect , we would be regarding as inferior those who are different . ","bilang resulta , mahimo manubo na ang aton pagtan - aw sa ila bangod lain sila . "
"once we develop this negative view of others , it becomes difficult to show empathy . ","kon magtubo sa aton ining negatibo nga pagtan - aw sa iban , mabudlayan kita nga magpakita sang empatiya . "
our lack of empathy can be a symptom of a deeper problem prejudice . ,"kag kon wala kita sang empatiya , nagapakita ini nga may mas daku kita nga problema , kay buot silingon , may ara kita diskriminasyon . "
rejoice with those who rejoice weep with those who weep . ,magkasadya upod sa mga tawo nga nagakasadya maghibi upod sa mga tawo nga nagahibi . 
what does it mean . ,ano ang buot silingon sini . 
this principle can be summarized in two words show empathy . ,ini nga prinsipio mapaathag sa tatlo lang ka tinaga magpakita sang empatiya . 
empathy is the ability to put oneself in another ' s place and feel what he feels . ,ang empatiya amo ang ikasarang nga ibutang ang aton kaugalingon sa lugar sang iban kag batyagon kon ano ang ila ginabatyag . 
"when we empathize with someone , we become aware of just how similar we are to that person . ","kon magpakita kita sang empatiya sa isa ka tawo , marealisar naton nga halos pareho man lang gali kita sa iya . "
we realize that he or she may feel the way we feel and may react the way we react . ,"makita naton nga ang iya ginabatyag mahimo pareho man sa aton ginabatyag , kag ang iya reaksion mahimo pareho man sa aton reaksion . "
"empathy helps us to see that all people , no matter what their background may be , are part of the human family . ","kon may empatiya kita , mangin mas maathag sa aton nga kita tanan , bisan diin man naghalin , isa lang ka pamilya . "
"the more we focus on how similar they are to us , the less likely we will be to judge them negatively . ","kag kon dumdumon naton nga halos pareho man lang gali kita sa iban nga tawo , indi kita magpamensar sing malain parte sa ila . "
empathy will also help us to respect others . ,ang empatiya makabulig man sa aton nga magpakita sing respeto sa iban . 
"anne - marie , from senegal , once looked down on people who came from so - called lower castes . ","sadto , ginahikayan ni anne - marie , nga taga - senegal , ang grupo sang mga tawo nga ginapatihan nga manubo ang estado sang kabuhi . "
"she explains how empathy helped her . when i saw the hardships suffered by those who belonged to lower castes , i asked myself how i would feel in their position . ","ginsugid niya kon paano ang empatiya nakabulig sa iya . sang nakita ko ang pag - antos sini nga mga tawo , ginpamangkot ko ang akon kaugalingon kon ano ang akon batyagon kon ako ang sa lugar nila . "
try to see beyond the differences and find similarities between you and people from a group you may view negatively . ,"kon negatibo ang imo pagtan - aw parte sa isa ka grupo sang mga tawo , pensara kon sa ano nga mga butang kamo magkapareho . "
"for example , imagine how they feel when empathy helps us to see that all people are part of the human family eating a meal with their family finishing a hard day ' s work spending time with friends listening to their favorite music next , try to imagine yourself in their situation . ","halimbawa , imadyina ang ila ginabatyag kon may empatiya kita , mangin mas maathag sa aton nga kita tanan isa lang ka pamilya kon kaupod nila ang ila pamilya sa pagkaon kon matapos nila ang bilog nga adlaw sang mabudlay nga pagtrabaho kon kaupod nila ang ila mga abyan kon nagapamati sila sang ila paborito nga musika dayon , imadyina nga ikaw ang sa lugar nila . "
ask yourself how would i react if someone made me feel worthless . ,pamangkuta ang imo kaugalingon ano ang akon reaksion kon ginapabatyag sa akon sang iban nga wala ako sing pulos . 
how would i feel if others judged me before they even got to know me . ,ano ang akon batyagon kon ginahukman ako sang iban bisan indi pa nila ako kilala . 
"if i were part of their group , how would i like others to treat me . ","kon miembro ako sang ila tribo , ano ang gusto ko nga pagtrato sang iban sa akon . "
"in the past , i thought that deaf people were strange , intellectually impaired , and overly sensitive , so i avoided them . ","abi ko sang una , ang mga apa werdo , may diperensia sa pamensaron , kag tam - an ka sensitibo , gani ginalikawan ko sila . "
"however , i did not think that my viewpoint was prejudiced , since it did not seem to harm anyone . ","pero wala ko ginpensar nga ang akon pagtan - aw sa ila diskriminasyon gali , kay wala man ako sing ginahimo para halitan sila . "
feeling empathy for deaf people helped me to counteract the prejudice i had . ,"sang nagpakita ako sang empatiya sa mga apa , nabuligan ako sini nga madula ang akon diskriminasyon sa ila . "
"for example , i had the impression that the deaf were intellectually handicapped because when i spoke to them , they would look at me blankly . ","halimbawa , abi ko ang mga apa may diperensia sa pamensaron kay kon ginaistorya ko sila , ginatulok lang nila ako . "
so i tried to imagine how i would feel if i could not hear someone talking to me . ,gani gintinguhaan ko nga imadyinon kon ano ang pamatyag kon indi ko mabatian ang nagaistorya sa akon . 
of course i would have a blank face . ,"siempre , tulukon ko lang sia . "
"even if i had a hearing aid , my facial expression might seem to indicate , i am struggling to understand , ' when really i would be struggling to hear . ","kag siguro , bisan pa may hearing aid ako , mabasa niya gihapon sa akon guya nga daw nagasiling ini nga indi ta ka maintiendihan , ' bisan pa nga ang matuod , indi ko sia mabatian . "
"as i put myself in a deaf person ' s shoes , my prejudices evaporated into thin air . ","sang ginbutang ko ang akon kaugalingon sa lugar sang mga apa , nadula ang akon diskriminasyon sa ila . "
rejoice with those who rejoice weep with those who weep . ,magkasadya upod sa mga tawo nga nagakasadya maghibi upod sa mga tawo nga nagahibi . 
egotism can lead to prejudice . ,ang ego mahimo magresulta sa diskriminasyon . 
an egotistical person has an inflated opinion of his own worth . ,ang tawo nga mataas ang ego sobrasobra ang pagtan - aw sa iya kaugalingon . 
he views himself as superior and judges people who are different from him as being inferior . ,nagapati sia nga mas labaw sia sa iban kag ginahukman niya nga mas manubo ang mga tawo nga indi pareho sa iya . 
anyone can fall into this trap . ,puede ini matabo sa kay bisan sin - o . 
how can we avoid this flawed way of thinking . ,paano naton malikawan ining sala nga panghunahuna . 
with humility consider others superior to you . ,mapainubuson nga kabiga ang iban nga labaw sa inyo . 
what does it mean . ,ano ang buot silingon sini . 
"to avoid excessive pride , we need to cultivate its opposite humility . ","para malikawan naton ang sobrasobra nga bugal , kinahanglan naton tun - an nga mangin mapainubuson . "
humility allows us to recognize that in some areas of life others are superior . ,"kon mapainubuson kita , batunon naton nga sa pila ka butang , mas maayo ang iban sangsa aton . "
no one group has a monopoly on all good qualities and abilities . ,wala sang isa ka grupo nga nakapakyaw sang tanan nga maayo nga kinaiya ukon abilidad . 
consider the example of stefan . ,binagbinaga ang halimbawa ni stefan . 
he grew up in a communist country but overcame his feelings of prejudice against people from non - communist countries . ,nagdaku sia sa isa ka komunista nga pungsod pero natun - an niya nga dulaon ang iya diskriminasyon batok sa mga tawo nga naghalin sa indi - komunista nga mga pungsod . 
he says i believe that considering others as superior to you is important in counteracting prejudice . ,"nagsiling sia para sa akon , importante nga tamdon mo ang iban nga labaw sangsa imo para madula mo ang diskriminasyon . "
i don ' t know everything . ,wala ko nabal - an ang tanan . 
i can learn something from every person . ,may matun - an ako halin sa iban nga tawo . 
try to have a realistic view of yourself and remain aware of your own failings . ,mangin honest sa imo pagtan - aw sa imo kaugalingon kag batuna nga kon kaisa nagasala ka . 
